"expert","Expert","CU_group","BSL_lower","BSL_upper","BSL_best_guess","S01_lower","S01_upper","S01_best_guess","S02_lower","S02_upper","S02_best_guess","S03_lower","S03_upper","S03_best_guess","S04_lower","S04_upper","S04_best_guess","S05_lower","S05_upper","S05_best_guess","S06_lower","S06_upper","S06_best_guess","S07_lower","S07_upper","S07_best_guess","S08_lower","S08_upper","S08_best_guess","S09_lower","S09_upper","S09_best_guess","S10_lower","S10_upper","S10_best_guess","S11_lower","S11_upper","S11_best_guess","S12_1.9.10_lower","S12_1.9.10_upper","S12_1.9.10_best_guess","S13_2.6_lower","S13_2.6_upper","S13_2.6_best_guess","ALL_lower","ALL_upper","ALL_best_guess","S15_Fut_Bas_lower","S15_Fut_Bas_upper","S15_Fut_Bas_best_guess"
1,"ZD","Chinook_LFR_FA_0.3",40,90,60,45,95,65,45,95,65,50,95,65,45,95,65,60,95,70,45,90,60,45,95,65,45,95,65,45,95,65,45,95,65,45,95,65,55,95,70,60,95,70,60,95,70,40,95,55
1,"ZD","Chinook_Maria_Slough_SU_0.3",20,70,45,25,85,55,20,80,50,20,80,50,20,80,50,30,80,55,20,70,45,25,75,50,25,75,50,20,70,45,20,70,45,30,75,50,25,85,55,35,85,60,35,85,60,20,70,40
1,"ZD","Chinook_LFR_SP_1.3",10,70,40,15,75,45,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,15,75,45,15,75,45,15,75,45,20,80,50,10,70,40
1,"ZD","Chinook_LFR_SU_1.3",10,70,40,15,75,45,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,15,75,45,15,75,45,15,75,45,20,80,50,10,70,40
1,"ZD","Chinook_LFR-Upper_Pitt_SU_1.3",10,70,40,15,75,45,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,10,70,40,15,75,45,15,75,45,15,75,45,20,80,50,10,70,40
1,"ZD","Chinook_BB_FA_0.3",20,70,50,25,80,55,30,80,60,25,75,55,30,80,60,25,75,55,25,75,55,25,75,55,25,75,55,20,70,50,20,70,50,25,75,55,25,80,55,40,80,65,45,80,65,20,70,50
1,"ZD","Chum_LFR",50,90,65,55,95,75,55,95,75,55,95,70,55,95,70,55,95,75,50,95,65,50,95,65,50,95,65,55,95,65,50,95,65,50,95,70,55,95,75,60,95,75,65,95,80,50,95,60
1,"ZD","Coho_Lillooet",0,40,20,0,40,20,0,40,20,0,40,20,0,40,20,0,40,20,0,40,25,0,40,20,0,40,20,0,40,20,0,40,20,0,45,25,0,40,20,0,45,30,0,50,30,0,40,20
1,"ZD","Coho_LFR",0,30,15,0,30,15,0,35,20,0,35,20,0,35,20,0,30,15,0,35,20,0,35,17,0,35,20,0,30,15,0,35,20,0,35,20,0,35,20,0,40,25,0,40,25,0,30,15
1,"ZD","Coho_BB",0,20,10,0,20,10,0,25,15,0,25,15,0,25,15,0,20,10,0,25,15,0,25,12,0,25,15,0,20,10,0,20,10,0,25,15,0,20,10,0,30,20,0,35,20,0,20,10
1,"ZD","Pink_FR",30,90,60,30,95,60,30,95,60,30,95,60,30,95,60,30,95,65,30,95,60,30,95,60,30,95,60,35,95,65,30,95,60,30,95,60,35,95,65,30,95,65,35,95,65,30,95,60
1,"ZD","Sockeye_Chilliwack_ES",0,70,50,0,70,50,0,70,50,0,70,50,0,70,50,0,70,50,0,70,50,0,70,50,0,70,50,0,70,50,0,70,50,0,70,55,0,70,50,0,70,50,0,70,55,0,70,50
1,"ZD","Sockeye_Cultus_Late",0,5,0,0,5,0,0,25,10,0,10,5,0,20,10,0,5,0,0,5,0,0,10,5,0,20,10,0,5,0,0,5,0,0,5,0,0,5,0,0,50,25,0,50,25,0,5,0
1,"ZD","Sockeye_Harrison_Down_Late(Big_Silver)",20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,45,20,60,40,20,60,40,20,60,45,20,60,40
1,"ZD","Sockeye_Harrison_Up_Late(Weaver)",0,50,30,0,50,30,0,50,30,0,50,30,0,50,30,0,50,30,0,50,30,0,50,30,0,50,30,0,50,30,0,50,30,0,50,35,0,50,30,0,50,30,0,50,35,0,50,30
1,"ZD","Sockeye_Pitt_ES",10,70,50,10,70,50,10,70,50,10,70,50,10,70,50,10,70,50,10,70,50,10,70,50,10,70,50,10,70,50,10,75,55,10,70,55,10,75,55,10,70,50,10,75,55,10,70,50
1,"ZD","Sockeye_Lillooet/Harrison_Late(Birk)",10,50,30,10,50,30,10,50,30,10,50,30,10,50,30,10,50,30,10,50,30,10,50,30,10,50,30,10,50,30,10,50,30,10,50,35,10,50,30,10,50,30,10,50,35,10,50,30
1,"ZD","Sockeye_Harrison_River",10,60,40,10,60,40,10,60,40,10,60,40,10,60,40,10,70,45,10,60,40,10,60,40,10,60,40,10,60,40,10,60,40,10,60,45,10,60,40,10,70,45,10,70,50,10,60,35
1,"ZD","Sockeye_Widgeon_River",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Ki","Chinook_LFR_FA_0.3",15,25,20,15,35,30,25,35,30,25,35,30,15,30,25,20,35,25,15,25,20,17,27,22,17,27,22,15,25,20,15,25,20,15,25,20,15,35,30,30,40,35,40,60,44,10,20,15
2,"Ki","Chinook_Maria_Slough_SU_0.3",10,20,15,10,23,17,15,25,20,15,25,20,13,30,20,15,25,20,10,20,15,13,22,17,12,22,17,10,22,17,15,25,20,10,20,15,15,30,22,28,39,33,25,40,30,10,15,13
2,"Ki","Chinook_LFR_SP_1.3",10,20,15,15,30,25,15,25,20,15,25,20,10,20,15,12,25,17,12,22,17,12,22,17,10,20,15,12,25,17,15,25,20,10,25,17,17,40,29,24,37,29,25,42,35,10,15,13
2,"Ki","Chinook_LFR_SU_1.3",10,20,15,15,35,20,15,30,20,15,30,20,15,30,20,12,25,17,15,25,17,12,22,17,12,20,17,12,25,17,15,25,20,15,25,20,17,40,27,20,40,30,25,42,35,8,15,13
2,"Ki","Chinook_LFR-Upper_Pitt_SU_1.3",10,20,15,15,30,20,15,30,20,15,30,15,15,30,20,12,25,17,15,25,20,12,22,17,12,20,17,12,25,17,15,25,20,15,25,20,17,40,27,25,40,30,25,45,35,8,15,13
2,"Ki","Chum_LFR",30,50,40,40,60,50,32,52,47,32,52,42,32,52,42,32,52,42,35,52,42,32,52,42,32,52,43,32,52,42,30,50,45,30,50,40,42,62,57,55,75,65,40,60,50,15,35,20
3,"oQ","Chinook_LFR_FA_0.3",25,90,70,25,90,75,35,90,75,40,90,75,45,90,80,45,90,75,NA,NA,NA,NA,NA,NA,25,90,70,25,90,70,25,90,70,25,90,70,25,90,75,NA,NA,NA,45,90,80,10,75,45
3,"oQ","Chinook_Maria_Slough_SU_0.3",0,60,45,0,65,45,0,65,55,0,65,50,0,70,50,0,65,50,NA,NA,NA,NA,NA,NA,0,60,45,0,65,45,0,60,45,0,70,45,0,65,45,NA,NA,NA,0,70,55,0,60,45
3,"oQ","Chinook_LFR_SP_1.3",25,80,70,30,80,70,30,85,75,30,85,75,35,85,75,25,80,70,NA,NA,NA,NA,NA,NA,25,80,70,25,80,70,25,80,70,25,85,70,30,80,70,NA,NA,NA,35,85,75,20,70,60
3,"oQ","Chinook_LFR_SU_1.3",30,80,75,35,80,80,35,85,80,35,85,80,35,80,75,30,80,75,NA,NA,NA,NA,NA,NA,30,80,75,30,80,75,30,80,75,30,85,80,35,85,80,NA,NA,NA,35,85,80,25,70,65
3,"oQ","Chinook_LFR-Upper_Pitt_SU_1.3",0,50,15,0,70,20,0,55,25,0,50,25,0,50,25,0,50,15,NA,NA,NA,NA,NA,NA,0,50,15,0,50,15,0,50,15,0,55,25,0,70,20,NA,NA,NA,0,75,25,0,40,10
3,"oQ","Chinook_BB_FA_0.3",0,40,15,0,50,25,0,40,15,0,40,15,0,50,25,0,45,20,NA,NA,NA,NA,NA,NA,0,40,15,0,45,15,0,40,15,0,55,15,0,50,25,NA,NA,NA,0,60,35,0,20,5
3,"oQ","Chum_LFR",25,75,50,35,85,65,35,85,55,25,85,55,25,85,55,35,85,60,NA,NA,NA,NA,NA,NA,25,75,50,25,80,50,25,75,50,25,80,55,35,85,65,NA,NA,NA,35,90,65,0,65,40
3,"oQ","Pink_FR",35,80,60,40,85,65,35,80,60,35,80,65,35,80,60,40,85,65,NA,NA,NA,NA,NA,NA,35,80,60,35,85,60,35,80,60,35,80,60,40,85,65,NA,NA,NA,40,85,75,0,70,50
3,"oQ","Sockeye_Chilliwack_ES",20,80,50,25,85,60,25,85,55,25,85,55,25,85,55,20,85,50,NA,NA,NA,NA,NA,NA,20,80,50,25,80,50,20,80,50,20,85,55,25,85,60,NA,NA,NA,25,85,65,10,80,45
3,"oQ","Sockeye_Cultus_Late",0,5,0,0,10,5,0,10,0,0,10,0,0,10,5,0,10,0,NA,NA,NA,NA,NA,NA,0,10,0,0,10,0,0,10,0,0,10,0,0,10,5,NA,NA,NA,0,15,5,0,5,0
3,"oQ","Sockeye_Harrison_Down_Late(Big_Silver)",25,75,60,30,75,60,30,75,65,30,75,60,30,80,60,25,80,60,NA,NA,NA,NA,NA,NA,25,75,60,30,75,60,25,75,60,25,80,65,30,80,60,NA,NA,NA,30,85,65,15,75,55
3,"oQ","Sockeye_Harrison_Up_Late(Weaver)",0,50,10,5,75,30,0,55,15,0,50,10,0,55,10,0,55,10,NA,NA,NA,NA,NA,NA,0,50,10,0,50,10,0,50,10,0,55,15,5,75,30,NA,NA,NA,5,80,30,0,50,5
3,"oQ","Sockeye_Pitt_ES",25,75,50,30,80,55,30,80,55,30,75,50,30,80,50,25,80,50,NA,NA,NA,NA,NA,NA,25,75,50,30,75,50,25,75,50,25,80,55,30,80,55,NA,NA,NA,30,85,55,20,75,45
3,"oQ","Sockeye_Lillooet/Harrison_Late(Birk)",0,25,10,0,45,20,0,30,15,0,25,10,0,30,10,0,30,10,NA,NA,NA,NA,NA,NA,0,25,10,0,25,10,0,25,10,0,30,10,0,45,20,NA,NA,NA,0,45,20,0,25,10
3,"oQ","Sockeye_Harrison_River",25,85,60,25,85,60,35,85,70,25,85,60,25,85,60,35,85,70,NA,NA,NA,NA,NA,NA,25,85,60,25,85,60,25,85,60,25,85,60,25,85,60,NA,NA,NA,35,85,70,0,75,50
3,"oQ","Sockeye_Widgeon_River",0,40,20,0,60,20,0,50,30,0,40,20,0,50,20,0,50,30,NA,NA,NA,NA,NA,NA,0,40,20,0,40,20,0,40,20,0,40,20,0,60,20,NA,NA,NA,0,60,30,0,30,10
4,"xy","Sockeye_Chilliwack_ES",0,30,0,5,40,20,5,40,10,10,40,15,5,40,10,0,35,0,5,30,5,5,30,5,5,40,5,5,35,5,5,30,5,5,30,5,5,40,25,10,40,15,10,45,30,0,20,0
4,"xy","Sockeye_Cultus_Late",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
4,"xy","Sockeye_Harrison_Down_Late(Big_Silver)",0,30,0,5,40,20,5,40,10,10,40,15,5,40,10,0,35,0,5,30,5,5,30,5,5,40,5,5,35,5,5,30,5,5,30,5,5,40,25,10,40,15,10,45,30,0,20,0
4,"xy","Sockeye_Harrison_Up_Late(Weaver)",0,10,0,0,20,5,0,30,5,5,30,5,5,30,10,0,20,0,0,25,0,0,20,0,0,10,0,5,20,5,5,30,10,0,10,0,5,30,10,5,30,10,10,40,20,0,5,0
4,"xy","Sockeye_Pitt_ES",20,100,75,30,100,85,30,100,80,30,100,80,25,100,80,20,100,75,20,100,75,25,100,80,30,100,80,30,100,80,25,100,90,25,100,80,40,100,90,30,100,85,45,100,90,20,90,60
4,"xy","Sockeye_Lillooet/Harrison_Late(Birk)",0,20,0,0,20,5,0,30,5,5,30,5,0,30,5,0,25,0,0,20,0,0,20,0,0,20,0,0,20,0,5,30,10,0,20,0,5,30,10,5,30,10,10,40,20,0,10,0
4,"xy","Sockeye_Harrison_River",10,80,50,20,90,60,15,85,55,15,85,55,20,90,60,20,90,60,15,85,55,15,85,55,20,90,60,15,85,55,20,90,60,15,85,55,20,90,70,20,90,60,20,90,70,10,70,40
4,"xy","Sockeye_Widgeon_River",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"rh","Pink_FR",25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,NA,NA,NA
6,"rh","Sockeye_Chilliwack_ES",25,75,50,10,60,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,75,50,25,75,50,NA,NA,NA,25,75,50,NA,NA,NA,NA,NA,NA
6,"rh","Sockeye_Cultus_Late",0,0,0,0,15,5,0,15,5,0,0,0,0,15,5,0,15,5,0,0,0,0,0,0,0,15,5,0,15,5,0,0,0,0,0,0,0,15,5,0,20,5,0,20,5,NA,NA,NA
6,"rh","Sockeye_Harrison_Up_Late(Weaver)",0,60,35,0,60,35,0,60,35,0,60,35,0,60,35,0,60,35,0,60,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,35,0,60,35,NA,NA,NA,0,60,35,NA,NA,NA,NA,NA,NA
6,"rh","Sockeye_Pitt_ES",40,80,50,30,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,80,50,40,80,50,40,80,50,NA,NA,NA,NA,NA,NA,40,80,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"rh","Sockeye_Lillooet/Harrison_Late(Birk)",0,50,30,10,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,30,0,50,30,NA,NA,NA,10,60,40,NA,NA,NA,NA,NA,NA
6,"rh","Sockeye_Harrison_River",25,75,50,35,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,75,50,25,75,50,NA,NA,NA,25,75,50,NA,NA,NA,NA,NA,NA
6,"rh","Sockeye_Widgeon_River",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
7,"OJ","Chinook_LFR_FA_0.3",40,70,50,50,70,60,45,80,55,45,80,55,40,80,55,60,90,70,60,90,70,40,70,50,50,70,60,40,70,50,50,70,60,40,70,50,60,90,70,60,90,75,70,90,80,20,60,40
7,"OJ","Chinook_Maria_Slough_SU_0.3",30,60,40,50,70,60,40,70,50,30,70,40,40,70,45,50,75,60,50,75,60,40,65,45,40,75,50,30,70,45,40,70,50,30,60,40,50,70,60,60,85,75,70,90,80,25,60,40
7,"OJ","Chinook_LFR_SP_1.3",30,70,40,40,75,60,50,80,65,40,75,50,40,70,60,30,70,40,30,80,50,30,80,40,30,80,40,30,75,40,30,70,40,30,80,50,40,75,60,50,90,70,50,90,75,20,70,40
7,"OJ","Chinook_LFR_SU_1.3",30,70,40,40,75,60,50,80,65,40,75,50,40,70,60,30,70,40,30,80,50,30,80,40,30,80,40,30,75,40,30,70,40,30,80,50,40,75,60,50,90,70,50,90,75,20,70,40
7,"OJ","Chinook_LFR-Upper_Pitt_SU_1.3",30,70,40,40,75,60,50,80,65,40,75,50,40,70,60,30,70,40,30,80,50,30,80,40,30,80,40,30,75,40,30,70,40,30,80,50,40,75,60,50,90,70,50,90,75,20,70,40
7,"OJ","Chinook_BB_FA_0.3",15,50,30,20,60,35,30,70,40,20,60,30,25,70,40,20,60,40,30,70,45,20,60,35,20,60,35,20,60,35,20,50,30,20,60,30,20,70,40,30,75,50,30,80,50,10,50,25
7,"OJ","Chum_LFR",10,60,30,20,75,40,20,75,50,10,65,30,25,75,50,20,70,45,25,75,55,10,60,35,25,70,40,15,65,30,10,60,30,10,70,30,20,75,40,25,80,60,25,80,60,10,60,30
7,"OJ","Pink_FR",20,60,40,30,80,45,25,75,40,30,80,50,25,75,40,25,75,45,25,75,40,25,75,40,25,75,40,25,75,40,25,75,40,25,75,40,30,80,55,30,80,55,30,80,60,20,60,40
7,"OJ","Sockeye_Cultus_Late",0,20,5,5,25,15,0,25,10,0,20,5,0,25,10,0,20,5,0,20,5,5,30,15,0,25,15,0,20,5,0,20,5,0,20,5,5,30,15,0,25,10,5,30,20,0,20,5
8,"q8","Chinook_LFR_FA_0.3",30,75,60,40,85,70,35,80,65,35,80,65,35,80,65,35,80,65,30,75,60,30,75,60,35,80,65,35,80,65,35,80,65,40,85,70,50,90,80,35,85,65,40,85,70,25,70,60
8,"q8","Chinook_Maria_Slough_SU_0.3",0,20,10,10,30,20,5,25,15,5,25,15,5,25,15,5,25,15,5,25,15,0,20,10,0,25,15,0,20,10,0,20,10,5,25,15,10,30,25,35,65,45,10,30,25,0,15,5
8,"q8","Chinook_LFR_SP_1.3",5,30,20,15,40,30,10,35,25,5,30,20,10,35,25,10,35,25,5,30,20,5,30,20,15,35,25,5,30,20,5,30,20,10,35,25,15,50,40,20,45,35,15,40,30,0,25,15
8,"q8","Chinook_LFR_SU_1.3",5,30,20,15,40,30,5,30,20,5,30,20,10,35,25,10,35,25,5,30,20,5,30,20,5,30,20,5,30,20,5,30,20,10,35,25,15,40,30,15,45,30,15,40,30,0,25,15
8,"q8","Chinook_LFR-Upper_Pitt_SU_1.3",5,20,15,15,30,25,5,20,15,5,20,15,10,25,20,10,25,20,5,20,15,5,20,15,5,20,15,5,20,15,5,20,15,10,25,20,15,30,25,15,40,25,15,40,25,0,15,10
8,"q8","Chinook_BB_FA_0.3",0,10,5,5,15,10,5,15,10,0,10,5,5,15,10,5,15,5,0,10,5,0,10,5,5,15,10,0,10,5,5,15,10,5,15,10,5,15,10,20,40,30,5,15,10,0,5,0
8,"q8","Chum_LFR",0,10,5,10,20,15,0,10,5,0,15,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,5,15,10,0,10,5,10,30,20,10,25,15,10,30,20,0,5,5
8,"q8","Coho_Lillooet",25,75,50,30,80,55,25,75,50,25,75,50,30,80,55,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,25,75,50,30,80,55,35,85,60,30,80,60,20,70,45
8,"q8","Coho_LFR",20,50,30,30,60,40,25,55,35,20,50,30,25,55,35,20,50,30,20,50,30,20,50,30,25,55,35,20,50,30,25,55,35,25,55,35,35,65,45,40,80,40,30,60,40,15,45,25
8,"q8","Coho_BB",0,20,10,0,20,10,5,25,15,0,20,10,5,25,15,0,20,10,0,20,10,0,20,10,5,25,15,5,25,15,10,30,20,5,25,15,20,50,30,15,40,20,20,50,30,0,15,5
8,"q8","Pink_FR",10,50,20,20,60,30,10,50,20,15,55,25,10,50,20,10,50,20,10,50,20,10,50,20,10,50,20,15,55,25,10,50,20,10,50,20,20,60,30,20,65,25,20,60,30,5,45,15
8,"q8","Sockeye_Chilliwack_ES",40,80,50,50,90,60,40,80,50,40,80,50,40,80,50,40,80,50,40,80,50,40,80,50,40,80,50,40,85,55,40,80,50,40,80,50,50,90,60,40,80,50,50,90,75,35,75,45
8,"q8","Sockeye_Cultus_Late",0,10,5,5,15,10,0,10,5,0,10,5,0,10,5,0,10,5,0,10,5,5,15,10,10,20,15,0,10,5,0,10,5,0,10,5,5,15,10,5,15,10,10,20,15,0,10,5
8,"q8","Sockeye_Harrison_Down_Late(Big_Silver)",20,60,40,30,70,50,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,20,60,40,30,80,60,20,60,40,30,80,60,15,55,35
8,"q8","Sockeye_Harrison_Up_Late(Weaver)",0,20,10,10,30,20,0,20,10,0,20,10,0,20,10,0,20,10,0,20,10,0,20,10,0,20,10,0,20,10,0,20,10,0,20,10,10,40,30,10,30,20,10,30,20,0,15,5
8,"q8","Sockeye_Pitt_ES",30,70,60,40,80,70,30,70,60,30,70,60,30,70,60,30,70,60,30,70,60,30,70,60,30,70,60,30,70,60,30,75,65,30,70,60,40,80,70,30,70,60,40,80,70,25,65,55
8,"q8","Sockeye_Lillooet/Harrison_Late(Birk)",5,30,20,10,40,30,5,30,20,5,30,20,10,35,25,5,30,25,5,30,20,5,30,20,5,30,20,5,30,20,5,30,20,10,35,25,10,40,30,15,50,25,10,40,30,0,25,15
8,"q8","Sockeye_Harrison_River",10,30,20,20,40,30,10,30,20,10,30,20,15,35,25,10,30,20,10,30,20,10,30,20,15,35,25,10,30,20,10,30,20,15,35,25,20,40,30,25,55,25,20,40,30,5,25,15
8,"q8","Sockeye_Widgeon_River",0,20,10,10,30,20,0,20,10,0,20,10,0,20,10,0,20,10,0,20,10,5,25,15,0,20,10,0,20,10,0,20,10,5,25,15,10,30,20,0,20,10,10,30,20,0,15,5
9,"Wa","Chinook_LFR_FA_0.3",20,50,45,20,50,45,35,70,50,20,60,50,20,70,50,20,70,50,20,70,65,20,70,55,20,65,55,20,70,55,20,70,50,20,65,50,30,90,60,50,90,75,50,80,70,15,50,45
9,"Wa","Chinook_LFR_SP_1.3",20,70,55,20,70,55,40,80,60,25,70,60,20,70,60,20,70,65,25,80,70,20,80,60,20,75,65,40,70,60,25,75,60,25,70,65,40,80,65,50,95,80,55,90,75,15,60,50
9,"Wa","Chinook_LFR_SU_1.3",20,70,60,20,70,60,40,80,60,25,70,60,20,70,60,20,70,65,25,80,70,20,80,60,20,75,65,40,70,60,25,75,60,25,70,65,45,80,65,50,95,80,55,90,75,15,60,50
9,"Wa","Chinook_LFR-Upper_Pitt_SU_1.3",20,70,60,20,70,60,40,80,60,25,75,60,20,70,60,20,70,65,25,80,70,20,80,60,20,75,65,40,70,60,25,75,60,25,70,65,50,80,65,50,95,80,55,90,75,15,60,50
9,"Wa","Chinook_BB_FA_0.3",10,70,50,10,70,60,35,70,50,15,70,50,10,70,50,20,75,50,20,70,65,20,70,60,20,70,65,20,70,55,20,70,50,10,75,50,30,90,60,50,90,80,50,80,70,15,50,45
